input_row_key,input_company_name,input_main_country_code,input_main_country,input_main_region,input_main_city,input_main_postcode,input_main_street,input_main_street_number,veridion_id,company_name,main_country_code,main_city,main_postcode,website_domain,score,rank,name_sim,country_match,city_match,postcode_match,street_match,number_match
25,AIG EUROPE S.A. NUF,NO,Norway,Oslo,Oslo,0160,Rosenkrantz’ Gate,22,15153161-a2ee-11ed-aee9-d388a08baa5f,AIG bygg AS,NO,Kragerø,3772,,0.36923076923076925,5.0,0.3076923076923077,1.0,0.0,0.0,0.0,0.0
29,"AMAZON WEB SERVICES, INC.",US,United States,Washington,Seattle,98109,Terry Avenue North,410,c89d4e1b-bfde-11ec-92f4-876998402e2b,Amazon Web Services | API Gateway,US,Seattle,,,0.7180000000000001,1.0,0.76,1.0,1.0,0.0,0.0,0.0
29,"AMAZON WEB SERVICES, INC.",US,United States,Washington,Seattle,98109,Terry Avenue North,410,86058f76-93e4-11eb-8e19-198fb02d6f96,Amazon,US,Seattle,98109,amazon.com,0.7000000000000002,2.0,0.48,1.0,1.0,1.0,0.8,1.0
29,"AMAZON WEB SERVICES, INC.",US,United States,Washington,Seattle,98109,Terry Avenue North,410,6be202b0-a899-11ed-a9cf-ff6a091ebade,P o STER ART,US,Seattle,98109,posterart.art,0.6134193548387098,3.0,0.3225806451612903,1.0,1.0,1.0,0.8,1.0
29,"AMAZON WEB SERVICES, INC.",US,United States,Washington,Seattle,98109,Terry Avenue North,410,003966ec-1afe-11ec-a218-edbed389be7d,Amazon Locker - Rhett,US,Seattle,98105,,0.5894736842105264,4.0,0.5263157894736842,1.0,1.0,0.0,0.0,0.0
29,"AMAZON WEB SERVICES, INC.",US,United States,Washington,Seattle,98109,Terry Avenue North,410,a19f72a9-93e4-11eb-b4a6-27899be4e45d,Amazon,US,,,amazon.jobs,0.464,5.0,0.48,1.0,0.0,0.0,0.0,0.0
30,AMAZON WEB SERVICES EMEA SARL,LU,Luxembourg,,,,,,4706bd71-93e5-11eb-aa66-9b8d95e2171b,Amazon Web Services EMEA,,,,logitech-events.com,0.5981132075471699,1.0,0.9056603773584906,0.0,1.0,0.0,0.0,0.0
30,AMAZON WEB SERVICES EMEA SARL,LU,Luxembourg,,,,,,d7db1d69-93e4-11eb-90d2-e3355a7e800b,TKBEL,LU,Ettelbruck,9053,tkbel.fr,0.2647058823529412,2.0,0.11764705882352941,1.0,0.0,0.0,0.0,0.0
30,AMAZON WEB SERVICES EMEA SARL,LU,Luxembourg,,,,,,db48cce7-93e4-11eb-be3a-7f925cb94351,Les Fines Gueules,FR,Strasbourg,67000,les-fines-gueules.com,0.14347826086956522,3.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.0
30,AMAZON WEB SERVICES EMEA SARL,LU,Luxembourg,,,,,,7bee4755-2096-11ed-ba2b-61fdc6f6acce,NIX Europe,HU,Budapest,1138,nixstech.com,0.14102564102564102,4.0,0.2564102564102564,0.0,0.0,0.0,0.0,0.0
30,AMAZON WEB SERVICES EMEA SARL,LU,Luxembourg,,,,,,0a0ed478-93e5-11eb-b997-8dd98d09cf25,Covetrus,US,Portland,04101,covetrus.com,0.08918918918918921,5.0,0.16216216216216217,0.0,0.0,0.0,0.0,0.0
32,AMDOCS DEVELOPMENT LIMITED,CY,Cyprus,Limassol District,Limassol,3085,,,bad43cb0-93e4-11eb-91fb-73d498260b10,Amdocs,US,Chesterfield,63017,amdocs.com,0.275,1.0,0.5,0.0,0.0,0.0,0.0,0.0
32,AMDOCS DEVELOPMENT LIMITED,CY,Cyprus,Limassol District,Limassol,3085,,,461e4353-c9c9-11eb-8a8e-15cad78dac8b,Amdocs,US,Chesterfield,63017,ech0.co.uk,0.275,2.0,0.5,0.0,0.0,0.0,0.0,0.0
32,AMDOCS DEVELOPMENT LIMITED,CY,Cyprus,Limassol District,Limassol,3085,,,0e49a2f2-13c3-11ec-905e-ffe44897cbcf,Amdocs,,,,xacct.net,0.275,3.0,0.5,0.0,0.0,0.0,0.0,0.0
32,AMDOCS DEVELOPMENT LIMITED,CY,Cyprus,Limassol District,Limassol,3085,,,0d6b95cb-8ab9-11ec-9b5d-67d3995ac824,Amdocs Offices,US,St. Louis,63141,,0.275,4.0,0.5,0.0,0.0,0.0,0.0,0.0
32,AMDOCS DEVELOPMENT LIMITED,CY,Cyprus,Limassol District,Limassol,3085,,,1dce5f35-93e5-11eb-86dd-ffbd1b53140e,Amdocs,CA,Winnipeg,R3C 2R1,amdocshealth.com,0.275,5.0,0.5,0.0,0.0,0.0,0.0,0.0
33,"American Express Europe Denmark, filial af American Express Europe S.A., Spanien",DK,Denmark,Capital Region Of Denmark,Copenhagen,2300,,,0078e966-93e5-11eb-b997-8dd98d09cf25,American Steakhouse,DK,,,butcher.dk,0.3260416666666667,1.0,0.22916666666666666,1.0,0.0,0.0,0.0,0.0
33,"American Express Europe Denmark, filial af American Express Europe S.A., Spanien",DK,Denmark,Capital Region Of Denmark,Copenhagen,2300,,,1045dd35-93e5-11eb-a736-0f5b20ecb2f1,HONDA,DK,Kolding,6000,honda.dk,0.2134146341463415,2.0,0.024390243902439025,1.0,0.0,0.0,0.0,0.0
33,"American Express Europe Denmark, filial af American Express Europe S.A., Spanien",DK,Denmark,Capital Region Of Denmark,Copenhagen,2300,,,00304b2c-20c9-11ee-be66-7b2fbd8ee4f0,American Express Corp.,US,New York,11213,,0.189247311827957,3.0,0.34408602150537637,0.0,0.0,0.0,0.0,0.0
33,"American Express Europe Denmark, filial af American Express Europe S.A., Spanien",DK,Denmark,Capital Region Of Denmark,Copenhagen,2300,,,00aeed71-93e5-11eb-919a-b3f9a5ad205c,Aisin Europe,BE,Braine-l'Alleud,1420,aisin-europe.com,0.12359550561797754,4.0,0.2247191011235955,0.0,0.0,0.0,0.0,0.0
33,"American Express Europe Denmark, filial af American Express Europe S.A., Spanien",DK,Denmark,Capital Region Of Denmark,Copenhagen,2300,,,00b296f7-93e5-11eb-97db-273ba5953680,Joompay,LU,Luxembourg,L-1631,joompay.com,0.039285714285714285,5.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0
35,ANALYSYS MASON AS,NO,Norway,Oslo,Oslo,0252,,,e97d1f55-93e4-11eb-be3a-7f925cb94351,Analysys Mason,IT,Milan,20121,analysysmason.com,0.55,1.0,1.0,0.0,0.0,0.0,0.0,0.0
35,ANALYSYS MASON AS,NO,Norway,Oslo,Oslo,0252,,,a5397a57-f6e3-11ed-98d1-c9172c48015a,Analysys Mason,IE,Dublin,D01 YX64,analysys.com,0.55,2.0,1.0,0.0,0.0,0.0,0.0,0.0
35,ANALYSYS MASON AS,NO,Norway,Oslo,Oslo,0252,,,08ae3df0-9bdc-11ec-83f9-8dd920051ba2,ANALYSYS,FR,Jarnac,16200,analysys-jarnac.fr,0.4,3.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0
35,ANALYSYS MASON AS,NO,Norway,Oslo,Oslo,0252,,,47f2ac00-0bf2-11ec-82be-4be358ffe886,AnalySys,JP,Tokyo,100-0005,analysys.co.jp,0.4,4.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0
35,ANALYSYS MASON AS,NO,Norway,Oslo,Oslo,0252,,,1f7dd8b0-0f0f-11ec-8e3e-0deb0737edca,Analysys Technology,ZA,Sandton,2157,analysys.tech,0.33333333333333337,5.0,0.6060606060606061,0.0,0.0,0.0,0.0,0.0
38,Annalect Denmark A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,2100,Midtermolen,3,bece9f0e-e4d2-11ec-a140-3f2eb8ef49f8,Annalect,DK,Copenhagen,2100,annalect-data.info,0.7502857142857143,1.0,0.5714285714285714,1.0,1.0,1.0,0.8,1.0
38,Annalect Denmark A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,2100,Midtermolen,3,cfc5f77c-ce95-11ed-953a-9d8f156b9731,ANNALECT,DK,Copenhagen,2100,annalectnordics.com,0.7502857142857143,2.0,0.5714285714285714,1.0,1.0,1.0,0.8,1.0
38,Annalect Denmark A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,2100,Midtermolen,3,f133f7eb-30ca-11ee-95ea-a30a3a0da6f4,TRANSACT,DK,Copenhagen,2100,omctransact.dk,0.6324285714285716,3.0,0.35714285714285715,1.0,1.0,1.0,0.8,1.0
38,Annalect Denmark A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,2100,Midtermolen,3,0488cbef-5a6d-11ef-b35f-1b1764bb1a60,Annalect,US,New York,10007,,0.3142857142857143,4.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0
38,Annalect Denmark A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,2100,Midtermolen,3,bfd6cbaa-0343-11ec-8d2e-a1acf39c3873,DRUM Aotearoa NZ,NZ,Auckland,1024,drumagency.co.nz,0.18333333333333335,5.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
39,Anne Mette Lund,DK,Denmark,Region Of Southern Denmark,Haderslev,6100,Bispegade,8 1,02115b2b-65f6-11ef-a567-7774974824cc,Anne Mette Høy,DK,Vejle,7100,mindre-stress.dk,0.6172413793103448,1.0,0.7586206896551724,1.0,0.0,0.0,0.0,0.0
39,Anne Mette Lund,DK,Denmark,Region Of Southern Denmark,Haderslev,6100,Bispegade,8 1,02e56300-fff5-11eb-ba37-0759ad39afe6,Anne Lund,DK,Aalborg,9000,annelund.dk,0.6125,2.0,0.75,1.0,0.0,0.0,0.0,0.0
39,Anne Mette Lund,DK,Denmark,Region Of Southern Denmark,Haderslev,6100,Bispegade,8 1,2e92e5f5-0077-11ec-965b-f1428b66fb35,Anne Katrine Lund,DK,Værløse,3500,annekatrinelund.dk,0.6125,3.0,0.75,1.0,0.0,0.0,0.0,0.0
39,Anne Mette Lund,DK,Denmark,Region Of Southern Denmark,Haderslev,6100,Bispegade,8 1,08521a99-e439-11ec-8014-190eb3984c2c,Mette Lund Keramik,DK,Ebeltoft,8400,mettelund-keramik.dk,0.5333333333333334,4.0,0.6060606060606061,1.0,0.0,0.0,0.0,0.0
39,Anne Mette Lund,DK,Denmark,Region Of Southern Denmark,Haderslev,6100,Bispegade,8 1,0312c1f7-ab19-11ef-80e0-f56edd414713,Klinik for Fodterapi - Grenaa,DK,Grenaa,8500,fodterapi-grenaa.dk,0.35714285714285715,5.0,0.2857142857142857,1.0,0.0,0.0,0.0,0.0
40,ANRITSU A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,2300,,,172e7ea7-0523-11ec-a64f-cb86dbe4969b,ANRITSU,,,,tiancunwu.com,0.4277777777777778,1.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0
40,ANRITSU A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,2300,,,be65c7e5-93e4-11eb-97db-273ba5953680,Anritsu,JP,Atsugi,,anritsu.com,0.4277777777777778,2.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0
40,ANRITSU A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,2300,,,0acc84b9-3daf-11ed-b46e-6d8aa7d71a5d,Anritsu,,,,anritsu.info,0.4277777777777778,3.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0
40,ANRITSU A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,2300,,,114cdf32-ca88-11ef-a3a4-2faba81809ed,Anritsu Hardware Co.Ltd,,,,anritsuhardware.com,0.3666666666666667,4.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
40,ANRITSU A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,2300,,,14d07db0-8abe-11ec-be9a-97a2abbd7b85,Anteros Zagreb,HR,Zagreb,,,0.264,5.0,0.48,0.0,0.0,0.0,0.0,0.0
41,Aon Assessment Denmark A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,1401,Strandgade,4,bf876480-93e4-11eb-8474-3bbe2d07207d,CANEA,DK,Copenhagen,1401,canea.com,0.5424516129032259,1.0,0.1935483870967742,1.0,1.0,1.0,0.8,1.0
41,Aon Assessment Denmark A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,1401,Strandgade,4,8ebb9a30-f868-11ed-a012-23d8e35cf067,Aon Invest A/S.,DK,Aarhus,8000,,0.5025000000000001,2.0,0.55,1.0,0.0,0.0,0.0,0.0
41,Aon Assessment Denmark A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,1401,Strandgade,4,00854562-93e5-11eb-90d2-e3355a7e800b,Globe Tracker,DK,Copenhagen,1401,globetracker.com,0.49061538461538456,3.0,0.15384615384615385,1.0,1.0,1.0,0.8,0.0
41,Aon Assessment Denmark A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,1401,Strandgade,4,d843f150-93e4-11eb-86dd-ffbd1b53140e,Daman,DK,Copenhagen,1620,damandigital.com,0.40645161290322585,4.0,0.1935483870967742,1.0,1.0,0.0,0.0,0.0
41,Aon Assessment Denmark A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,1401,Strandgade,4,422b9b43-93e5-11eb-b997-8dd98d09cf25,Aon Corporation Australia,GB,London,EC3V 4AN,aon.com,0.2538461538461539,5.0,0.46153846153846156,0.0,0.0,0.0,0.0,0.0
50,ARY COMMUNICATIONS LIMITED,PK,Pakistan,Sindh,Karachi,75530,Abdullah Haroon Road,,7f6e1749-93e4-11eb-919a-b3f9a5ad205c,Unisoft Computer & Communication,PK,Lahore,54000,unisoftcc.com,0.5173076923076922,1.0,0.5769230769230769,1.0,0.0,0.0,0.0,0.0
50,ARY COMMUNICATIONS LIMITED,PK,Pakistan,Sindh,Karachi,75530,Abdullah Haroon Road,,009bb39c-93e5-11eb-8e19-198fb02d6f96,ARY News,PK,Karachi Division,,arynews.tv,0.5038461538461539,2.0,0.46153846153846156,1.0,0.5,0.0,0.0,0.0
50,ARY COMMUNICATIONS LIMITED,PK,Pakistan,Sindh,Karachi,75530,Abdullah Haroon Road,,015a2194-93e5-11eb-aa66-9b8d95e2171b,Communications Network International,PK,Islamabad,44000,cnisolutions.net,0.4851851851851852,3.0,0.5185185185185185,1.0,0.0,0.0,0.0,0.0
50,ARY COMMUNICATIONS LIMITED,PK,Pakistan,Sindh,Karachi,75530,Abdullah Haroon Road,,773f66c3-d1e9-11ee-a6c6-5f6c2747c12d,ARY SERVICES LIMITED,PK,,,aryservices.com.pk,0.4566666666666667,4.0,0.4666666666666667,1.0,0.0,0.0,0.0,0.0
50,ARY COMMUNICATIONS LIMITED,PK,Pakistan,Sindh,Karachi,75530,Abdullah Haroon Road,,bf0ce2f5-046a-11ec-9463-61636738658c,Jeeto Pakistan Helpline,,,,jeetopakistanheadofficehelpline.com,0.08048780487804878,5.0,0.14634146341463414,0.0,0.0,0.0,0.0,0.0
51,"Ascio Technologies, Corp. Danmark - Filial af Ascio Technologies Corp. Canada",DK,Denmark,Capital Region Of Denmark,Gentofte Municipality,2900,Tuborg Boulevard,3,c7288490-93e4-11eb-8859-29e7c34dee35,Ascio Technologies,DK,Copenhagen,2300,ascio.com,0.4475,1.0,0.45,1.0,0.0,0.0,0.0,0.0
51,"Ascio Technologies, Corp. Danmark - Filial af Ascio Technologies Corp. Canada",DK,Denmark,Capital Region Of Denmark,Gentofte Municipality,2900,Tuborg Boulevard,3,39b96761-f6dd-11ec-8965-e142a9f9ac02,Digitalsero,DK,Copenhagen,1620,digitalsero.com,0.30547945205479454,2.0,0.1917808219178082,1.0,0.0,0.0,0.0,0.0
51,"Ascio Technologies, Corp. Danmark - Filial af Ascio Technologies Corp. Canada",DK,Denmark,Capital Region Of Denmark,Gentofte Municipality,2900,Tuborg Boulevard,3,3efc4395-0031-11ec-80ae-e776a083adc1,Gilfelt Revision,DK,Hørsholm,2970,gilfeltrevision.dk,0.25641025641025644,3.0,0.10256410256410256,1.0,0.0,0.0,0.0,0.0
51,"Ascio Technologies, Corp. Danmark - Filial af Ascio Technologies Corp. Canada",DK,Denmark,Capital Region Of Denmark,Gentofte Municipality,2900,Tuborg Boulevard,3,12d70da4-f70a-11ec-bfd2-3153bba94b5e,Ascio Status,HN,Virginia,,asciostatus.com,0.11891891891891894,4.0,0.21621621621621623,0.0,0.0,0.0,0.0,0.0
51,"Ascio Technologies, Corp. Danmark - Filial af Ascio Technologies Corp. Canada",DK,Denmark,Capital Region Of Denmark,Gentofte Municipality,2900,Tuborg Boulevard,3,05021860-c72a-11ec-80d6-8dec8212dfc4,Iie Smu,,,,iie.smu.edu.sg.w3snoop.com,0.07971014492753624,5.0,0.14492753623188406,0.0,0.0,0.0,0.0,0.0
52,ASIAINFO DENMARK ApS,DK,Denmark,Capital Region Of Denmark,Copenhagen,2100,,,0174ef42-0600-11ec-b0e6-bd1b9cb60ae6,Norm Denmark,DK,Gentofte Municipality,2900,normdenmark.com,0.54375,1.0,0.625,1.0,0.0,0.0,0.0,0.0
52,ASIAINFO DENMARK ApS,DK,Denmark,Capital Region Of Denmark,Copenhagen,2100,,,039ae9d7-93e5-11eb-86dd-ffbd1b53140e,Drys Denmark,DK,Viborg,8800,drysdenmark.dk,0.509375,2.0,0.5625,1.0,0.0,0.0,0.0,0.0
52,ASIAINFO DENMARK ApS,DK,Denmark,Capital Region Of Denmark,Copenhagen,2100,,,0054d420-11a8-11ec-a2c4-217a4c183987,Birk Denmark,DK,Skive Municipality,7870,birkdenmark.com,0.509375,3.0,0.5625,1.0,0.0,0.0,0.0,0.0
52,ASIAINFO DENMARK ApS,DK,Denmark,Capital Region Of Denmark,Copenhagen,2100,,,835ed977-93e4-11eb-b5f6-816dd10ac7b0,AsiaInfo,CN,Nanchang,,asiainfo.eu,0.3142857142857143,4.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0
52,ASIAINFO DENMARK ApS,DK,Denmark,Capital Region Of Denmark,Copenhagen,2100,,,01b51f89-e5a3-11ec-8626-6fdb733fde63,Seagems group,NO,Ålesund,6057,seagems.com,0.13333333333333336,5.0,0.24242424242424243,0.0,0.0,0.0,0.0,0.0
56,NP Investment A/S,DK,Denmark,Capital Region Of Denmark,Hillerød,3400,Kongens Vænge,8,0b8b2e18-18f0-11ef-94c1-65c1f9fff714,Np Finans A/S.,DK,Slagelse Municipality,4200,,0.5666666666666667,1.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0
56,NP Investment A/S,DK,Denmark,Capital Region Of Denmark,Hillerød,3400,Kongens Vænge,8,5e1eacfe-1af9-11ec-9211-addac7307e1d,Np International A/S.,DK,Copenhagen,1357,,0.5567567567567568,2.0,0.6486486486486487,1.0,0.0,0.0,0.0,0.0
56,NP Investment A/S,DK,Denmark,Capital Region Of Denmark,Hillerød,3400,Kongens Vænge,8,030c8c8e-93e5-11eb-b997-8dd98d09cf25,Investment Fund for Developing Countries,DK,Copenhagen,1310,ifu.dk,0.45087719298245615,3.0,0.45614035087719296,1.0,0.0,0.0,0.0,0.0
56,NP Investment A/S,DK,Denmark,Capital Region Of Denmark,Hillerød,3400,Kongens Vænge,8,00b2cfe0-0284-11ec-b2a0-477ce4a28666,Investment Factory A.Ş.,TR,Arnavutköy,34275,investmentfactory.com.tr,0.3948717948717949,4.0,0.717948717948718,0.0,0.0,0.0,0.0,0.0
56,NP Investment A/S,DK,Denmark,Capital Region Of Denmark,Hillerød,3400,Kongens Vænge,8,03c8b096-93e5-11eb-b89f-536884b3e7dd,National Police Air Service,GB,Wakefield,WF1 3QP,npas.police.uk,0.2,5.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0
58,AV CENTER AALBORG ApS,DK,Denmark,North Denmark Region,Nørresundby,9400,Stenholm,1,b011b872-93e4-11eb-b4a6-27899be4e45d,AV CENTER,DK,Brøndbyvester,2605,avcenter.dk,0.53,1.0,0.6,1.0,0.0,0.0,0.0,0.0
58,AV CENTER AALBORG ApS,DK,Denmark,North Denmark Region,Nørresundby,9400,Stenholm,1,08739ca7-0b26-11ec-bb7f-351b6f1573ea,Aalborg Data,DK,Jyllinge,4040,aalborgdata.dk,0.5,2.0,0.5454545454545454,1.0,0.0,0.0,0.0,0.0
58,AV CENTER AALBORG ApS,DK,Denmark,North Denmark Region,Nørresundby,9400,Stenholm,1,0cc7acd4-0539-11ec-9e19-99693ec6a060,Aalborg Kloakservice,DK,Svenstrup,9230,aakloak.dk,0.4682926829268293,3.0,0.4878048780487805,1.0,0.0,0.0,0.0,0.0
58,AV CENTER AALBORG ApS,DK,Denmark,North Denmark Region,Nørresundby,9400,Stenholm,1,1927e196-93e5-11eb-9937-4fab995bf8ff,Aalborg Anlægsgartneri,DK,Aalborg,9000,aalborganlaegsgartneri.dk,0.4558139534883721,4.0,0.46511627906976744,1.0,0.0,0.0,0.0,0.0
58,AV CENTER AALBORG ApS,DK,Denmark,North Denmark Region,Nørresundby,9400,Stenholm,1,03005798-93e5-11eb-91fb-73d498260b10,Aalborg Chokoladen,DK,Aalborg Municipality,9220,aalborgchokoladen.dk,0.4538461538461539,5.0,0.46153846153846156,1.0,0.0,0.0,0.0,0.0
59,aviat networks bangladesh ltd.,BD,Bangladesh,,,,,,0fc3f2d0-0453-11ed-b02a-97e9d5b4bc17,Aviat Networks,,,,aviatservices.com,0.4948717948717949,1.0,0.717948717948718,0.0,1.0,0.0,0.0,0.0
